Gender,Class,Event,Round,Rank,Athlete,Team,Mark,DQRule,Points,Wind,Leg1,Leg2,Leg3,Leg4
Boys,Class 2,100 Meter Dash,Preliminaries,5,Dylan Davis,Norman Manley High,11.47,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,6,Brandon Rowe,Herbert Morrison,11.49,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,7,Jordaine Nicholas,Bridgeport High,11.55,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,8,Madison Hemsley,Cedar Grove,11.55,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,1,Justin Emmanuel,Papine High,10.95Q,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,2,Jeffery Barron,Calabar High,11.05Q,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,3,Jowain Stanley,Brown's Town High,11.25q,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,4,Rajah Eastwood,Greater Portmore,11.28,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,5,Kalani Cook,Green Island High,11.31,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,6,Anthony Gentles,Manchester High,11.52,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,7,Keshawn Ricketts,Old Harbour High,11.52,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,8,Christopher Gibbs,Cedric Titus High,11.78,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,1,Daniel Chambers,St. Jago High,10.89Q,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,2,Rajay Morris,Clarendon College,10.94Q,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,3,Rowan Gooden,Spaldings High,11.21q,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,4,Jaheime Henry,Morant Bay High,11.23q,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,5,Erico Davis,St. Catherine High,11.36,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,6,Jeremi Smith,Vere Technical High,11.46,,0.0,,,,,
Boys,Class 2,100 Meter Dash,Preliminaries,7,Wayne Bryan,Petersfield High,11.56,,0.0,,,,,
Boys,Class 1,Discus Throw,Finals,1,Roje Stona,St. Jago High,63.07m,,9.0,,,,,
Boys,Class 1,Discus Throw,Finals,2,Kai Chang,Calabar High,61.79m,,7.0,,,,,
Boys,Class 1,Discus Throw,Finals,3,Daniel Cope,Petersfield High,57.65m,,6.0,,,,,
Boys,Class 1,Discus Throw,Finals,4,Douglas Cyrus,Jamaica College,54.56m,,5.0,,,,,
Boys,Class 1,Discus Throw,Finals,5,Phillipe Barnett,Excelsior High,53.32m,,4.0,,,,,
Boys,Class 1,Discus Throw,Finals,6,Zico Campbell,Kingston College,53.17m,,3.0,,,,,
Boys,Class 1,Discus Throw,Finals,7,Deandre Leith,Calabar High,52.62m,,2.0,,,,,
Boys,Class 1,Discus Throw,Finals,8,Christopher Brown,Petersfield High,49.16m,,1.0,,,,,
Boys,Class 1,Discus Throw,Finals,9,Deandre Fyffe,Excelsior High,48.06m,,0.0,,,,,
Boys,Class 1,Discus Throw,Finals,10,Moses Parkinson,Titchfield High,46.91m,,0.0,,,,,
Boys,Class 1,Discus Throw,Finals,11,Danniel Bailey,Wolmer's Boys School,46.18m,,0.0,,,,,
Boys,Class 1,Discus Throw,Finals,12,Tahj Mullings,Kingston College,43.97m,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Xavier Nairne,Wolmer's Boys School,10.65Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Altiga Mills,Dinthill,10.81Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,Matthew Cranston,St. Jago High,10.89q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Jaydeon Crooks,Irwin High,10.94,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Howard Chambers,York Castle High,11.78,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,--,Odain Mcpherson,Tivoli Gardens High,FS,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Michael Stephens,Calabar High,10.48Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Jevaughn Whyte,Rusea's High,10.78Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,Rogel Hamilton,Oberlin High,11.07,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Shareef Campbell,Munro College,11.14,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Radcliffe Burrell,Rhodes Hall High,11.16,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,6,Akeen Morris,Steths,11.25,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,7,Shemar Fletcher,Edwin Allen High,11.38,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Danelson Mahautie,Campion College,10.67Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Sean-dee Porter,Petersfield High,10.81Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,Roje Vassell,Merlene Ottey High,11.35,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Jay-dee Auld,Old Harbour High,11.39,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Ryiem Robertson,Jamaica College,10.59Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Miguel Burey,Green Island High,10.84Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,Daniel Irving,Rusea's High,10.85q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Samuel Smith,Herbert Morrison,11.10,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Jamar Fryes,Holmwood Technical High,11.14,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,6,Junior Grant,Bridgeport High,11.34,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,7,Ricardo White,Ardenne High,11.39,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Kevon Stone,Petersfield High,10.76Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Daniel Bogle,Wolmer's Boys School,10.79Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,Xavya Morgan,Rhodes Hall High,10.97,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Derick Robinson,Excelsior High,11.06,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Aundre Robinson,Green Island High,11.14,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,6,Shackur Forbes,Belair High,11.19,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Roshaun Rowe,Kingston College,10.73Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Maurice Thompson,Papine High,10.74Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,Taiwane Garriques,St. Jago High,10.84q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Malchiel Brown,St. George's,10.96,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Tyreek Bucknor,Munro College,10.98,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,6,Jowayne Brown,St. James High,11.21,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,7,Mathew Dowe,Herbert Morrison,11.23,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Tyreke Wilson,Calabar High,10.51Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Odane Mcpherson,Greater Portmore,10.80Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,D'Mitre Wilson,Papine High,10.89,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Ashane Beckford,Glenmuir High,10.99,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Khamal Tempral,Bridgeport High,11.15,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,6,Darrel Whinstanle,Newell High,11.21,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,7,Nickquien Chamber,Mona High,11.23,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,8,Trabrahn Scott,Charlemont High,11.86,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Jhevaughn Matherson,Kingston College,10.47Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Ackeem Gordon,Cornwall College,10.71Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,Krisano Christie,St. Catherine High,10.77q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Michael Barrett,Mona High,10.96,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Akeem Bailey,Buff Bay High,11.11,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,6,Travis Williams,Gaynstead High,11.11,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,7,Remario Mccarty,Steths,11.16,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,8,Naseve Brooks,Vere Technical High,11.24,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,1,Michali Everett,Jamaica College,10.42Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,2,Kimani Gardner,Excelsior High,10.45Q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,3,De'andre Brown,Vere Technical High,10.72q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,4,Kishane Thompson,Garvey Maceo High,10.89q,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,5,Tevin Gayle,Belair High,11.04,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,6,Nickoy Greenwood,St. Catherine High,11.08,,0.0,,,,,
Boys,Class 1,100 Meter Dash,Preliminaries,7,Elehchio Scott,William Knibb,11.09,,0.0,,,,,
Girls,Class 4,Long Jump,Finals,1,Shanta Jones,Hydel High,5.31m,,9.0,2.4,,,,
Girls,Class 4,Long Jump,Finals,2,Shinelle Thomas,Manchester High,5.24m,,7.0,0.9,,,,
Girls,Class 4,Long Jump,Finals,3,Brianna Watt,Edwin Allen High,5.22m,,6.0,0.2,,,,
Girls,Class 4,Long Jump,Finals,4,Alliah Baker,Hydel High,5.21m,,5.0,1.9,,,,
Girls,Class 4,Long Jump,Finals,5,Santae Wilson,Edwin Allen High,5.00m,,4.0,0.9,,,,
Girls,Class 4,Long Jump,Finals,6,Lori Choy,Immaculate Conception High,4.92m,,3.0,0.1,,,,
Girls,Class 4,Long Jump,Finals,7,Celine Riddle,Holmwood Technical High,4.69m,,2.0,-0.5,,,,
Girls,Class 4,Long Jump,Finals,8,Shaneequa Anderson,Excelsior High,4.59m,,1.0,0.5,,,,
Girls,Class 4,Long Jump,Finals,9,Jade-ann Dawkins,St. Jago High,4.56m,,0.0,,,,,
Girls,Class 4,Long Jump,Finals,10,K'Onie Mcdermott,Merl Grove High,4.23m,,0.0,,,,,
Girls,Class 4,Long Jump,Finals,11,Rashema Lindo,Steths,4.12m,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,1,Jessica Mclean,Edwin Allen High,2:15.35Q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,2,Kishay Rowe,Spaldings High,2:16.27Q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,3,Vanessa Ward,Titchfield High,2:19.22q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,4,Subbreana Breaken,St. Jago High,2:19.27q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,5,Ocelia Jones,Hydel High,2:23.52,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,6,Shantae Witter,Immaculate Conception High,2:24.20,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,7,Damali Dobson,Merl Grove High,2:25.69,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,8,Jhamelia Myers,St. Mary High,2:28.13,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,1,Rushana Dwyer,Edwin Allen High,2:16.73Q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,2,Dahiema Williams,Holmwood Technical High,2:17.01Q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,3,Shone Walters,St. Mary High,2:19.31,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,4,Aneisha Lawerence,Bellefield High,2:19.44,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,5,Aneisha Monteith,Lewisville High,2:25.25,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,6,Gabriella Gordon,Excelsior High,2:27.54,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,7,Alexisa Thompson,Tacky High,2:34.91,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,8,Oneika Brissett,St. James High,2:40.00,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,1,Cheriece Cope,Spaldings High,2:17.73Q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,2,Alesia Douglas,St. Jago High,2:18.68Q,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,3,Aliya Johnson,Holmwood Technical High,2:19.82,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,4,Serena Douglas,St. Catherine High,2:24.53,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,5,Angeen Gordon,Cedric Titus High,2:24.61,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,6,Chrisy Glanville,William Knibb,2:27.43,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,7,Namoniyah Newell,St. Andrew Tech,2:29.52,,0.0,,,,,
Girls,Class 3,800 Meter Run,Semi-Finals,8,Britany Bucknor,Merlene Ottey High,2:37.56,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,1,Adrian Nethersole,Steths,2:02.99Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,2,Tafar-hi Hinds,St. Jago High,2:03.06Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,3,Kewarny Fletcher,Calabar High,2:03.18q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,4,Chadrick Bacchus,Port Antonio High,2:06.78,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,5,Kerron Perry,Bog Walk High,2:07.60,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,6,Jovel Madourie,Cornwall College,2:14.29,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,7,Jahmarie Forreste,Cedric Titus High,2:15.09,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,--,Juwarrie Locke,Frome Tech,DNF,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,1,Omarion Davis,Jamaica College,1:59.48Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,2,Raheem Richards,Kingston College,2:02.44Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,3,Corlando Chambers,St. Jago High,2:04.01q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,4,Sean Gardener,Manchester High,2:04.47,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,5,Dwayne Thompson,Ferncourt High,2:06.69,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,6,Giovanni Samuels,Mona High,2:13.57,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,7,Audley Thompson,Port Antonio High,2:26.34,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,--,Vijay Benjamin,Steths,DNF,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,1,Lox-lox Reid,Jamaica College,2:04.60Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,2,Ainsley Campbell,Kingston College,2:05.04Q,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,3,Jevor Murray,Calabar High,2:05.35,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,4,Aquane Johnson,Winston Jones High,2:06.25,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,5,Wavell Morris,Frome Tech,2:11.17,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,6,Richard Morgan,Lacovia High,2:12.35,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,7,Shamar Nicholson,Wolmer's Boys School,2:30.13,,0.0,,,,,
Boys,Class 3,800 Meter Run,Semi-Finals,--,Tyrece Beckford,Mannings High,DQ,RULE 163.5A,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,1,Shaquena Foote,Petersfield High,2:14.56Q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,2,Delverna Bromfield,Holmwood Technical High,2:14.87Q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,3,Shadae Findley,Steths,2:16.30Q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,4,Kayan Green,Edwin Allen High,2:18.01q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,5,Latifah Pinnock,St. Jago High,2:19.95,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,6,Sancia Smith,Waterford High,2:22.47,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,7,Jody-Ann Chambers,Camperdown High,2:26.61,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,--,Aaliyah Myrie,Immaculate Conception High,DNF,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,1,Cemore Donald,Edwin Allen High,2:13.55Q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,2,Zenon Kerr,Hydel High,2:14.69Q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,3,Daniella Deer,Holmwood Technical High,2:14.71Q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,4,Theresa Graham,Spaldings High,2:15.36q,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,5,Abigail Pinnock,St. Mary High,2:21.17,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,6,Tavarie Campbell,Merlene Ottey High,2:21.71,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,7,Shantay Chamberlain,Mavis Bank High,2:26.49,,0.0,,,,,
Girls,Class 2,800 Meter Run,Semi-Finals,8,Alecia Young,Vere Technical High,2:27.96,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,1,Javier Brown,Jamaica College,1:56.91Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,2,Giovouni Henry,Kingston College,1:56.97Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,3,Marcus Hutchinson,Clarendon College,1:56.98q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,4,Jason Murray,Charlemont High,2:00.09,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,5,Kymani Sterling,Munro College,2:04.16,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,6,Henry Nelson,St. Jago High,2:12.17,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,7,Jahvoney Chin,Christiana High,2:12.77,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,--,Chevonne Hall,Edwin Allen High,DNF,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,1,Tyrice Taylor,Bog Walk High,1:56.76Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,2,Jordan Anderson,Calabar High,1:58.76Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,3,Assinie Wilson,Ferncourt High,1:59.12q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,4,Clayon Cooper,St. Mary High,1:59.35q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,5,Justin Richards,Tacius Golding High,2:02.70,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,6,Rayshawn Brown,B. B. Coke High,2:05.07,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,7,Najee Rawle,Tacky High,2:11.98,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,--,Brandon Gordon,Camperdown High,DQ,IAAF RULE 163.3B,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,1,Daniel Cunningham,Calabar High,1:56.03Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,2,J'Voughnn Blake,Jamaica College,1:58.40Q,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,3,Jahari Taylor,Wolmer's Boys School,2:01.18,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,4,Daniel Leslie,Camperdown High,2:01.50,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,5,Cejay Morrison,Holmwood Technical High,2:01.96,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,6,Andre Binns,Mona High,2:02.51,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,7,Tajay Gardner,Munro College,2:03.18,,0.0,,,,,
Boys,Class 2,800 Meter Run,Semi-Finals,8,Rayon Campbell,Kingston College,2:06.28,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,1,Chrissani May,Holmwood Technical High,2:09.84Q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,2,Charokee Young,Hydel High,2:11.10Q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,3,Nadine Rose,Edwin Allen High,2:14.63Q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,4,Tawana Allen,The Queens School,2:17.77q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,5,Tameria Howell,St. Mary High,2:18.88q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,6,Sovereena Silburn,St. Jago High,2:26.21,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,7,Kara Sampath,Steths,2:41.77,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,1,Kara Grant,Edwin Allen High,2:10.93Q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,2,Brittney Campbell,Holmwood Technical High,2:11.88Q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,3,Shanique Masters,Hydel High,2:17.87Q,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,4,Terice Steen,Rusea's High,2:19.16,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,5,Kayann Samuels,Buff Bay High,2:24.47,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,6,Shackera Samuels,The Queens School,2:25.15,,0.0,,,,,
Girls,Class 1,800 Meter Run,Preliminaries,7,Terry Chambers,St. Catherine High,2:39.63,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,1,Tarees Rhoden,Kingston College,1:51.77Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,2,Leon Clarke,St. Jago High,1:51.87Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,3,Rushane Fullerton,Munro College,1:52.10q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,4,Dwayne Moore,Spaldings High,1:54.22,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,5,Denvare Robinson,Steths,1:54.24,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,6,Kareem Chambers,Guys Hill High,1:54.56,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,7,Orlando Baker,Clarendon College,2:02.09,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,--,Leonardo Clarke,Muschett High,DNF,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,1,Javon-taye Williams,Calabar High,1:52.69Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,2,Jauavney James,Steths,1:53.02Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,3,Ken Reyes,Jamaica College,1:53.51q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,4,Milton Forbes,Porus High,1:55.95,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,5,Devontae Daley,Holmwood Technical High,1:56.37,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,6,Shemar Reid,Clarendon College,1:57.12,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,7,Shawn Wilson,Ferncourt High,1:57.24,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,8,Royale Gordon,Greater Portmore,1:58.86,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,1,Kimar Farquharson,Calabar High,1:53.10Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,2,Dugion Blackman,Jamaica College,1:53.14Q,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,3,Tyrese Reid,Spot Valley High,1:53.52,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,4,Omar Francis,Hydel High,1:56.82,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,5,Conroy Ellis,Kingston College,1:57.19,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,6,Raheen Holness,Maggotty High,1:57.92,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,7,Givantino Gordon,Bog Walk High,1:58.73,,0.0,,,,,
Boys,Class 1,800 Meter Run,Semi-Finals,8,Tyrese Thomas,Holmwood Technical High,1:59.28,,0.0,,,,,
Boys,Class 2,Shot Put,Finals,1,Zackery Dillon,Calabar High,16.82m,,9.0,,,,,
Boys,Class 2,Shot Put,Finals,2,Jordan Edwards,Jamaica College,16.72m,,7.0,,,,,
Boys,Class 2,Shot Put,Finals,3,Ralford Mullings,Kingston College,16.58m,,6.0,,,,,
Boys,Class 2,Shot Put,Finals,4,Avaun Johnson,Petersfield High,14.77m,,5.0,,,,,
Boys,Class 2,Shot Put,Finals,5,Daniel Bayeasha,Calabar High,14.75m,,4.0,,,,,
Boys,Class 2,Shot Put,Finals,6,Chevaughn Fletcher,Kingston College,13.81m,,3.0,,,,,
Boys,Class 2,Shot Put,Finals,7,Brandon Lloyd,Clarendon College,13.74m,,2.0,,,,,
Boys,Class 2,Shot Put,Finals,8,Kimoye Adam,Buff Bay High,13.50m,,1.0,,,,,
Boys,Class 2,Shot Put,Finals,9,Dario Beckford,Mannings High,13.35m,,0.0,,,,,
Boys,Class 2,Shot Put,Finals,10,Romaine Becford,Buff Bay High,13.16m,,0.0,,,,,
Boys,Class 2,Shot Put,Finals,11,Nevin Nish,Munro College,12.97m,,0.0,,,,,
